Marca temporal,"Evalúe su nivel de competencia en el uso de plataformas LMS (Moodle, Canvas, Google Classroom).",¿Con qué frecuencia diseña actividades interactivas en entornos digitales?,¿Qué tan competente se siente para adaptar materiales a estudiantes con discapacidad?,¿Ha recibido formación específica sobre el uso pedagógico de TIC en su institución?,¿Considera que su institución brinda apoyo suficiente para fortalecer sus competencias digitales?,¿Evalúe su competencia para crear recursos educativos con Canva Genially u otras?,¿Utiliza repositorios abiertos de recursos académicos y científicos    ?,¿Con qué frecuencia adapta sus contenidos digitales a la diversidad estudiantil?,¿Con que frecuencia utiliza herramientas colaborativas como Google Docs o Padlet? con sus estudiantes,"¿Con qué frecuencia participa en comunidades virtuales o redes digitales de docentes para compartir recursos, estrategias o experiencias pedagógicas? ","¿Utiliza herramientas como (Kahoot, Socrative, Moodle) para la evaluación formativa?",¿Qué tan competente se considera en el diseño y uso de rúbricas digitales para evaluar el aprendizaje de sus estudiantes? ,"¿Con qué frecuencia utiliza medios digitales (video, audio o texto) para ofrecer retroalimentación personalizada a sus estudiantes? ","¿Con qué frecuencia utiliza herramientas de IA (ChatGPT, Copilot, Gamma, Bard, etc.) en su enseñanza?",¿Ha recibido formación específica sobre IA aplicada a la educación?,¿En qué medida considera que la inteligencia artificial puede apoyar y complementar su retroalimentación docente? ,¿En qué medida considera que la inteligencia artificial contribuye a personalizar el aprendizaje de sus estudiantes? ,¿Percibe que el uso de la inteligencia artificial en el aula implica la necesidad de abordar temas éticos con sus estudiantes? ,¿Cree que la IA puede favorecer la inclusión educativa?,¿Considera que la IA le ahorra tiempo en tareas repetitivas?,¿Conoce la metodología COIL (Collaborative Online International Learning)?,¿Conoce el marco DigCompEdu de la Unión Europea sobre competencias digitales docentes?,¿Conoce el marco ICT-CFT de la UNESCO sobre competencias digitales docentes?,"¿Conoce que existen criterios internacionales para evaluar competencias digitales docentes (niveles: básico, intermedio, avanzado)?",¿Seleccione su nivel de competencias digitales docentes de acuerdo al marco europeo DigCompEdu?,¿En qué áreas considera tener mayor dominio en el uso de tecnologías digitales? (marque todas las que correspondan),¿Cuáles son las principales dificultades que enfrenta al integrar TIC o IA en su práctica docente? (marque todas las que correspondan),¿Considera que sus competencias digitales actuales son adecuadas para implementar estrategias pedagógicas que promuevan aprendizajes significativos en entornos virtuales?,¿En qué medida sus competencias digitales contribuyen a generar aprendizajes significativos en sus estudiantes? ,Mencione las principales ventajas que ha encontrado al usar plataformas virtuales en su institución.,¿Qué limitaciones ha enfrentado en el uso de herramientas digitales en su práctica docente?,"En su opinión, ¿qué competencias digitales son esenciales para un docente de educación superior?",¿De qué manera el uso de herramientas digitales ha influido en sus estrategias o criterios para evaluar el aprendizaje de sus estudiantes? ,¿Qué retos técnicos o dilemas éticos ha experimentado o considera que podría enfrentar al integrar herramientas de inteligencia artificial en el aula? ,INSTITUCIÓN DE EDUCACIÓN SUPERIOR
2025-11-05 16:39:51.109,5,4,5,3,2,5,5,5,2,3,4,5,4,3,2,3,4,5,5,5,1,1,1,2,Uso autónomo y regular de TIC en la enseñanza.,"Creación y adaptación de contenidos digitales., Evaluación digital (rúbricas, cuestionarios en línea, retroalimentación digital)., Uso de inteligencia artificial y tecnologías emergentes.",Infraestructura tecnológica insuficiente,Parcialmente adecuadas.,Moderadamente: Las competencias digitales pueden apoyar algunos aprendizajes.,Disminuye el tiempo,Falta de internet ,Actualización constante ,De buena manera ,Al momento ninguno ,INSTITUTO SUPERIOR PEDAGÓGICO INTERCULTURAL BILINGÜE QUILLOAC TEC
2025-11-05 16:55:16.508,4,4,3,5,4,4,5,3,4,4,4,4,4,4,5,4,4,5,5,5,2,2,2,2,"Uso limitado, aplica TIC en actividades simples.","Evaluación digital (rúbricas, cuestionarios en línea, retroalimentación digital).","Infraestructura tecnológica insuficiente, Conectividad limitada., Dificultades en la evaluación digital.",Parcialmente adecuadas.,Bastante: Las competencias digitales potencian la enseñanza y la comprensión.,generación estadística  de datos,falta de laboratorios de computo modernos que satisfagan la necesidad,manejo de programas de especialización  según la asignatura,Es una herramienta alternativa ,falta de una red confiable que permita satisfacer la necesidad ,INSTITUTO SUPERIOR TECNOLÓGICO DEL AZUAY
2025-11-05 17:30:42.903,5,5,5,1,3,5,4,4,5,5,5,5,5,5,1,5,5,5,5,5,3,2,3,3,Uso autónomo y regular de TIC en la enseñanza.,"Comunicación y colaboración digital con estudiantes o colegas., Evaluación digital (rúbricas, cuestionarios en línea, retroalimentación digital)., Desarrollo profesional y formación continua en competencias digitales","Infraestructura tecnológica insuficiente, Conectividad limitada., Sobrecarga laboral o falta de tiempo., Escaso apoyo institucional., Dificultades en la evaluación digital.","Sí, totalmente adecuadas.",Bastante: Las competencias digitales potencian la enseñanza y la comprensión.,Compactibilidad y confianza que ganan los estudiantes,Conectividad,"Las básicas como Google, IA, Drive, EVA, Redes, Navegadores Básicos","Test, juegos, crucigramas, sopa de letras, Capcut, Canva, Drive, Moodle","Plagio, los estudiantes se confían mucho y están dejando de razonar en lugar de tener como base los recursos..",INSTITUTO SUPERIOR PEDAGÓGICO INTERCULTURAL BILINGÜE QUILLOAC TEC
2025-11-05 18:06:01.673,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,Crea nuevas prácticas y difunde experiencias innovadoras.,"Creación y adaptación de contenidos digitales., Comunicación y colaboración digital con estudiantes o colegas., Evaluación digital (rúbricas, cuestionarios en línea, retroalimentación digital)., Desarrollo profesional y formación continua en competencias digitales, Uso de inteligencia artificial y tecnologías emergentes.","Conectividad limitada., Sobrecarga laboral o falta de tiempo., Dificultades en la evaluación digital.","Sí, totalmente adecuadas.",Totalmente: Las competencias digitales transforman de forma clara los aprendizajes.,Eficiencia en actividades docentes.,Tiempo para realizar recursos propios de aprendizaje,"Dominio LMS, y herramientas IA, capacidad de generar recursos educativos ejemplo con Genially",Organización y seguimiento de rendimiento del estudiante.,Cuando se usa para suplir al estudiante y no para generar conocimiento.,INSTITUTO SUPERIOR PEDAGÓGICO INTERCULTURAL BILINGÜE QUILLOAC TEC
2025-11-05 18:06:54.165,4,4,4,1,1,4,4,4,4,1,4,4,5,3,3,4,4,4,2,5,2,1,1,1,Uso autónomo y regular de TIC en la enseñanza.,Creación y adaptación de contenidos digitales.,estudiantes no cuentan con internet o un laptop,Parcialmente adecuadas.,Bastante: Las competencias digitales potencian la enseñanza y la comprensión.,la comprensión de los estudiantes,Algunas herramientas no pueden ser usados por los estudiantes en un celular,el uso de herramientas tecnológicas,de manera activa,que se debe buscar el uso de IA de manara ética,INSTITUTO SUPERIOR PEDAGÓGICO INTERCULTURAL BILINGÜE QUILLOAC TEC
2025-11-06 08:36:36.038,3,4,4,5,5,4,4,3,3,3,3,4,4,5,4,5,5,5,5,5,2,1,1,2,Uso autónomo y regular de TIC en la enseñanza.,Desarrollo profesional y formación continua en competencias digitales,Sobrecarga laboral o falta de tiempo.,Parcialmente adecuadas.,Totalmente: Las competencias digitales transforman de forma clara los aprendizajes.,"Didáctica, funcionalidad, retroalimentación, etc",Tiempo,Recursos y evaluación digital,La evaluación formativa es una herramienta fundamental para la retroalimentación.,La falta de esfuerzo que genera el uso sin ética de las IA's,INSTITUTO SUPERIOR TECNOLÓGICO LIMÓN
2025-11-06 10:43:42.187,3,3,2,3,4,3,2,3,3,3,4,4,5,3,2,5,4,5,4,5,1,1,1,1,Uso autónomo y regular de TIC en la enseñanza.,"Evaluación digital (rúbricas, cuestionarios en línea, retroalimentación digital).","Infraestructura tecnológica insuficiente, Falta de formación docente continua.",Parcialmente adecuadas.,Moderadamente: Las competencias digitales pueden apoyar algunos aprendizajes.,Ahorro de tiempo en tareas repetitivas como calificar evaluaciones.,Todos los estudiantes no tienen acceso a internet en las aulas.,La creación de contenidos educativos y saber manejar diferentes plataformas digitales.,Se pueden aplicar diferentes tipos de evaluación y hacer que la retroalimentación sea inmediata.,Que los jóvenes se vuelvan dependientes y no tengan criterio propio.,INSTITUTO SUPERIOR TECNOLÓGICO LIMÓN
2025-11-06 12:44:03.833,4,1,1,3,2,2,4,4,4,1,5,3,5,5,3,5,5,5,5,5,1,1,1,1,Uso autónomo y regular de TIC en la enseñanza.,"Creación y adaptación de contenidos digitales., Uso de inteligencia artificial y tecnologías emergentes.","Falta de formación docente continua., Escaso apoyo institucional., Resistencia al cambio o cultura digital limitada.",Parcialmente adecuadas.,Totalmente: Las competencias digitales transforman de forma clara los aprendizajes.,Ahorro de tiempo,Conexión a internet,"Conocimiento de la herramienta, ",Trabajo interactivo,Uso desmedido de la IA,INSTITUTO SUPERIOR TECNOLÓGICO DEL AZUAY
2025-11-12 11:31:09.772,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,"Uso limitado, aplica TIC en actividades simples.","Creación y adaptación de contenidos digitales., Comunicación y colaboración digital con estudiantes o colegas.","Infraestructura tecnológica insuficiente, Conectividad limitada.","Sí, totalmente adecuadas., Poco adecuadas.",Poco: El impacto es limitado o depende del contexto.,Simplicar tareas.,Capacitación.,"Manejar las TICs, y usarlo en la práctica docente.",Me han permitido alcanzar grandes experiencias.,Se debería crear herramientas de analisis de IA de forma gratuita.,INSTITUTO SUPERIOR TECNOLÓGICO LIMÓN
2025-11-12 11:50:42.708,4,3,1,2,3,4,4,3,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,3,Innova con TIC y guía a otros docentes en su uso.,"Creación y adaptación de contenidos digitales., Comunicación y colaboración digital con estudiantes o colegas., Evaluación digital (rúbricas, cuestionarios en línea, retroalimentación digital)., Desarrollo profesional y formación continua en competencias digitales, Uso de inteligencia artificial y tecnologías emergentes.","Infraestructura tecnológica insuficiente, Conectividad limitada., Escaso apoyo institucional., Resistencia al cambio o cultura digital limitada.","Sí, totalmente adecuadas.",Nada: No percibo relación entre competencias digitales y aprendizajes significativos.,aHORRO DE TIEMPO,NINGUNA,USO DE LA IA EN ELA EDUCACION,APRENDIZAJE MAS DIVERTIDO,USO SIN RESTRICCION DE LA IA,INSTITUTO SUPERIOR TECNOLÓGICO DEL AZUAY
2025-11-12 22:00:43.581,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,1,1,1,1,1,1,"Uso muy básico de TIC, con apoyo frecuente",Creación y adaptación de contenidos digitales.,Infraestructura tecnológica insuficiente,"Sí, totalmente adecuadas.",Nada: No percibo relación entre competencias digitales y aprendizajes significativos.,Facil uso de las TiCs,La falta de una buena Infrestrucutra Tecnológica.,Contar con las competencias del Marco Común Europero DigComp,"De manera Positiva, ya que permite acceder a varios recursos de la IA.",No hay control en el uso de las herramientas de Inteligencia Artificial en los Estudiantes.,INSTITUTO SUPERIOR TECNOLÓGICO LIMÓN
2025-11-12 22:06:20.408,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,"Uso muy básico de TIC, con apoyo frecuente","Creación y adaptación de contenidos digitales., Evaluación digital (rúbricas, cuestionarios en línea, retroalimentación digital).","Infraestructura tecnológica insuficiente, Conectividad limitada.","Sí, totalmente adecuadas.",Poco: El impacto es limitado o depende del contexto.,Mayor cantidad de recursos,Falta de Capacitación.,Manejar herramientas tecnológicas.,Permite personalizar el aprendeizaje.,Los estudiantes estan perdiendo su capacidad de Análisis,INSTITUTO SUPERIOR TECNOLÓGICO SUCÚA
